Default,Age,ActiveLoans,Due90Days,RealEstateLoans,CrLineUtilization
0,61,11,0,2,-0.674521716
0,48,13,0,2,-0.989130278
0,65,2,0,0,-2.232126629
0,38,18,0,2,-0.859674131
0,25,5,0,0,-0.800732391
0,55,10,0,0,-0.034591445
0,69,2,0,0,-3.074775481
0,41,11,0,1,-1.969432312
0,50,13,0,0,-0.226022692
0,52,6,0,1,-3.763603
0,62,13,0,1,-0.304624793
0,59,3,0,1,-1.975441952
0,57,10,0,2,-1.03423003
0,62,7,0,1,-0.162636583
0,31,7,0,0,-2.90589157
0,36,10,0,0,-4.96184513
0,80,6,0,1,-1.202973304
0,65,7,0,0,-3.032396258
1,61,24,0,1,-1.400393285
0,36,16,0,1,-0.5642264
0,45,6,0,0,-3.942482213
0,32,7,0,0,0.009455159
1,52,14,0,1,-0.625675465
0,63,7,1,0,-2.177716111
0,74,10,0,2,-0.422356976
0,68,10,0,1,-2.406835114
1,33,9,0,1,-1.769019982
0,36,6,0,1,0.49980512
0,52,4,0,1,-0.837017551
0,69,8,0,1,0
0,63,9,0,1,-2.488914671
0,49,9,0,1,-1.64506509
0,81,5,0,0,-2.336141877
0,61,25,0,1,-0.969164221
0,60,14,0,5,-1.964685304
0,81,18,0,2,-5.572754212
0,52,8,0,0,-1.969432312
0,45,5,0,0,-2.245260026
0,39,6,0,2,-2.53577898
0,51,10,0,3,-1.947010754
0,71,5,0,1,-5.221356325
0,58,6,0,1,-0.59402609
0,36,7,0,1,-2.578338595
0,56,2,0,1,-1.353246507
1,51,2,0,0,-1.969432312
0,63,5,0,0,-1.576970722
0,63,4,0,1,-2.775793853
0,66,1,1,0,-0.004008021
0,78,11,0,1,-2.058854908
0,30,3,0,0,-6.074846156
0,31,10,0,2,-0.172569265
0,64,8,0,2,-2.764620553
0,43,3,0,0,-2.721135441
0,32,10,0,1,-0.196258223
0,44,8,0,2,-2.317698731
0,67,6,0,1,-3.203987212
0,41,5,0,2,-1.651302117
0,44,6,0,0,-0.004510155
0,73,12,0,1,-4.96184513
1,51,8,0,0,0
0,34,7,0,1,-2.887775132
0,31,7,0,1,0
0,80,9,0,1,-4.465408244
0,69,10,0,1,-1.380312289
0,37,18,0,2,-6.214608098
0,70,18,0,2,-0.676683455
0,43,3,0,1,-0.143062383
0,49,12,0,2,-2.097198263
0,60,8,0,1,-0.099268002
0,58,9,0,0,-5.067205646
0,68,2,0,0,-4.390058806
0,44,8,0,1,-3.661264287
0,42,11,0,2,-1.832581464
0,40,12,0,2,-0.131248287
0,57,5,0,1,-2.782235099
0,38,14,0,1,-0.476585241
0,83,3,0,0,-3.034473102
0,60,5,0,2,-2.950758908
0,57,10,0,2,-0.764213629
0,64,4,0,0,-4.755993076
0,62,6,0,0,-4.84089252
0,68,1,0,0,-4.546901278
0,65,21,0,4,-6.645391015
0,43,12,0,3,-0.410829471
0,51,3,0,0,-1.632706539
0,63,4,0,1,-2.560061323
1,42,6,0,1,0
0,44,6,0,0,-0.084686808
0,48,8,0,2,-2.253794929
0,67,13,0,2,-3.917035547
0,61,3,0,2,-3.877621579
0,55,14,0,3,-2.756715373
0,39,4,0,1,-0.320205264
1,53,15,0,1,0.053161548
0,27,0,0,0,0
0,33,11,0,2,-3.789805373
0,48,7,0,0,-1.842000686
0,70,14,0,2,-1.485893726
0,69,18,0,4,-0.902387827
0,65,5,0,1,-1.969432312
0,57,2,0,2,0
0,30,15,0,1,-1.008680181
0,40,13,0,2,-4.000854219
0,51,15,0,3,-0.112832808
0,42,12,0,2,-0.613227557
1,60,5,4,3,-1.969432312
0,46,8,0,2,-0.053822807
0,63,8,0,1,-2.343407088
0,48,7,0,1,-0.16110816
0,58,7,0,1,-3.11903049
0,61,11,0,2,-1.517314624
0,44,6,0,1,-0.047301273
0,77,10,0,0,-4.366153286
0,42,12,0,2,-1.969432312
0,21,1,0,0,-1.969432312
0,57,20,0,1,-5.403677882
0,47,7,0,1,-0.016841017
0,23,2,0,0,-0.12081262
0,70,8,0,1,-2.880619466
0,45,15,0,3,-6.43775165
0,62,13,0,1,-1.638351923
0,27,8,0,2,-0.067636649
0,27,13,0,2,-1.261601917
0,41,6,0,1,0
0,68,5,0,1,-2.063568193
0,64,8,0,0,-2.933696883
0,47,11,0,1,-1.874054712
0,67,19,0,0,-0.17387731
0,29,4,0,1,-0.232562773
0,37,7,0,1,-4.733003557
0,54,12,0,6,-6.265901393
0,38,9,0,1,-0.236988958
0,61,8,0,2,-3.001750346
0,50,8,0,1,-0.032006796
0,38,8,0,1,-0.83034242
0,32,11,0,0,-0.681021001
0,49,2,0,1,-0.270366195
0,28,3,0,0,-1.23065907
0,52,12,0,4,-2.574393816
0,68,8,0,2,-2.055725015
0,66,4,0,0,-1.464472142
0,48,12,0,2,-3.490028595
0,52,21,0,3,-2.24243117
0,21,0,0,0,0
0,26,1,0,0,0
0,58,7,0,2,-1.518683549
0,63,9,0,1,-1.069733329
0,47,6,0,2,-9.210340372
0,47,7,0,1,-2.487710577
0,53,4,0,0,-3.513246885
0,43,14,0,1,-2.337176538
0,37,20,0,2,-2.302585093
0,46,9,0,1,-4.312500572
0,58,19,0,2,-1.023875943
0,61,10,0,0,-1.998045903
0,69,2,0,0,-2.431555474
0,72,13,0,0,-2.788718104
0,72,18,0,5,-1.968258013
0,46,6,0,1,-1.353246507
0,48,4,0,0,-2.248096908
0,79,7,0,0,-1.250365844
0,70,8,0,1,-2.662121269
0,55,9,0,1,-0.974449646
0,75,3,0,0,-1.969432312
0,24,4,0,0,0
0,37,12,0,4,-1.969432312
0,33,0,0,0,0
0,38,10,0,1,-0.773706688
0,36,6,0,3,-4.110473944
0,71,10,0,0,-2.171556831
0,55,13,0,3,-0.385662481
1,32,8,0,0,-0.299080117
0,33,3,0,0,-0.003305457
0,29,22,0,1,-1.601469743
0,44,7,0,1,-1.969432312
0,72,10,0,0,-1.784386715
0,42,11,0,3,-3.160606917
0,28,8,0,0,-0.962072925
0,62,8,0,2,-0.447537885
0,63,5,0,0,0
0,56,4,0,0,-3.973898409
0,71,13,0,1,-1.969432312
0,82,9,0,0,-1.479287228
0,29,5,0,0,-1.969432312
0,24,3,0,0,-2.565249402
0,60,22,0,1,-0.084904507
0,41,11,0,1,-2.394700382
0,39,7,0,2,-1.969432312
0,67,4,0,0,-3.420380201
0,40,7,0,0,-1.076459484
0,60,9,0,0,-3.194183212
0,63,7,0,1,-1.636295367
0,43,8,0,1,-2.200931439
0,64,14,0,1,-3.04913305
0,58,4,0,0,-4.098352584
0,41,10,0,1,-0.854020406
0,66,6,0,0,-1.148538097
0,66,5,0,1,0
0,71,13,1,1,-1.545055654
0,43,8,0,1,-0.218902557
0,36,15,0,2,-1.924833823
0,55,6,0,1,-3.294138309
0,70,2,0,0,0
0,67,8,0,1,-2.239610294
1,46,3,6,1,0
0,81,3,0,0,-0.354534379
0,30,4,0,0,-0.27733578
0,26,2,0,0,-2.135377174
1,28,3,0,1,-0.648938926
1,41,15,0,4,-7.824046011
0,67,1,0,0,-2.790345444
0,62,15,0,2,-1.969432312
0,34,1,3,0,0
0,60,25,0,2,-0.513161684
0,51,22,0,2,-1.02945943
0,54,11,0,3,-1.51367329
0,29,7,0,1,-1.969432312
0,55,12,0,3,-5.403677882
0,82,5,0,0,-6.725433722
0,56,12,0,1,-0.242198958
0,54,12,0,0,-0.034591445
0,64,10,0,2,-1.911218909
0,56,11,0,2,-4.022954566
0,55,14,0,3,-0.236608802
0,65,2,0,1,-1.969432312
0,51,4,0,1,-2.070680036
0,70,6,0,1,-4.474141924
0,62,5,0,1,-2.587604048
0,64,18,0,1,-2.462753845
0,44,5,0,0,-0.116646182
0,40,5,0,1,-0.919295241
0,24,2,0,0,-2.864704011
0,29,2,0,0,-2.603690186
0,45,25,0,3,-3.738069698
0,47,7,0,2,-1.470110847
0,46,13,0,1,-1.161871628
0,61,11,0,2,-0.065712543
0,39,8,0,2,-4.565949473
0,53,9,0,1,-1.35208619
1,40,0,0,0,0
0,64,17,0,1,-2.185691342
0,49,4,0,1,-5.776353167
0,53,15,0,1,-3.789805373
0,42,5,0,1,8.424200325
0,77,6,0,0,-5.683979847
0,58,4,3,0,-0.153267736
0,55,16,0,1,-1.263015345
0,46,3,0,0,-0.952695414
0,53,6,0,2,-1.969690678
0,53,6,0,2,-0.026241311
0,29,3,0,2,-2.820099705
0,86,1,0,0,-6.377127028
0,47,13,0,2,-2.326877786
0,34,8,0,0,-2.001740034
0,54,8,0,0,-1.226559303
1,44,7,1,2,-1.909867558
0,53,14,0,0,-4.098352584
0,65,16,0,1,-1.666008264
0,69,19,0,1,-4.17338777
0,50,2,0,0,-1.336361992
0,65,24,0,3,-3.066154738
0,35,17,0,0,-0.103473408
0,29,2,0,0,-0.155484903
0,56,9,0,3,-1.470545914
0,57,13,0,1,-0.51617323
0,42,3,0,0,-7.60090246
0,61,8,0,2,-0.695349604
0,60,8,0,1,-2.943139823
0,51,5,0,0,-0.937003773
0,33,3,0,0,0.076683225
0,40,4,0,2,-1.969432312
0,60,6,0,3,-2.24243117
0,50,3,0,1,-2.552329326
0,40,6,0,0,-3.725543438
0,42,5,0,1,-3.564893474
0,44,8,0,0,-3.148883453
0,42,3,0,0,-0.248333162
0,80,4,0,0,-4.147745339
0,63,19,0,2,-1.949817774
0,70,7,0,1,-1.496555755
0,40,6,0,3,-0.861565832
1,38,9,0,1,-1.969432312
0,63,7,0,1,-0.026549335
0,49,12,0,2,-3.839702344
0,92,3,0,0,-3.275446176
1,55,4,1,0,0
0,78,3,0,0,-2.521985658
0,72,6,0,0,-4.491841501
0,45,5,0,1,-2.298593072
0,55,6,0,1,-1.582309245
0,42,21,0,2,-3.882464203
0,58,7,0,1,-1.057566319
0,60,13,0,0,-0.070959089
0,48,6,0,1,-2.3330443
0,47,13,0,0,-0.223643676
1,41,8,0,1,-0.123185101
0,49,0,0,0,0
1,41,12,0,2,-0.299214988
0,59,6,0,0,-2.279845606
0,70,10,0,2,-3.680911284
0,44,24,0,2,-0.871556401
0,85,5,0,0,-1.969432312
0,57,19,0,0,-3.363901597
0,27,4,0,2,-1.969432312
0,57,6,0,2,-1.969432312
0,45,13,0,1,-2.843869924
0,48,16,0,2,-1.505077897
0,68,6,0,0,-3.022076249
1,59,6,0,0,-1.390302383
0,52,9,3,1,-0.421289658
0,32,11,0,0,-2.688247574
0,46,3,0,0,-0.4674469
0,77,8,0,1,-3.63818634
0,38,6,0,0,-0.064218572
0,58,9,0,2,-1.727095956
0,55,4,0,0,-1.29974976
0,65,6,0,2,-1.578908707
0,59,20,0,1,-1.600973834
0,68,8,0,0,-2.728763243
0,72,6,0,1,-1.969432312
0,26,4,0,0,-1.969432312
0,46,7,0,1,-0.24794867
0,45,11,0,2,-1.052396865
0,66,7,0,0,-3.973898409
0,50,9,0,2,-0.620826519
0,78,4,0,0,-1.729912066
0,47,4,0,0,-2.421368629
0,58,6,0,1,-2.191938573
0,64,11,0,3,-3.139602644
0,57,21,0,3,-4.439655748
0,30,11,0,0,-1.103524333
0,62,7,1,2,-0.291556234
0,79,4,0,0,-3.270169119
0,46,4,0,1,-5.035953102
0,51,18,0,2,-1.049250859
0,58,18,0,1,-4.879607032
0,29,4,0,0,0.004290781
0,48,9,0,4,-1.289530693
0,55,5,0,2,-1.969432312
0,48,10,0,2,-4.431216879
0,34,8,0,0,-0.688159639
0,57,10,0,1,-5.546778726
0,44,7,0,0,-0.187293898
0,40,6,0,1,-3.432688049
0,33,5,0,2,0
0,79,6,0,0,-1.969432312
0,71,11,0,2,-0.706840508
0,63,16,0,1,-5.403677882
0,42,4,0,0,-2.448767603
0,31,3,0,0,-1.951224244
0,76,14,0,0,-1.863685209
0,71,6,0,0,-3.830443018
0,63,2,0,1,-2.977892355
0,56,9,0,2,-3.148883453
0,89,3,0,0,-1.524637311
0,39,12,0,2,-3.57912859
0,41,5,0,2,-3.155901026
0,59,10,0,2,-1.697722827
0,77,2,0,0,-2.962297497
0,62,21,0,2,-3.304978524
0,25,3,0,0,-2.037148629
0,49,5,0,1,-1.13103218
0,48,5,0,2,-1.402423743
0,43,9,0,1,-1.631683521
0,70,7,0,1,-4.755993076
0,35,7,0,1,0
0,56,13,0,1,-3.634391269
0,77,15,0,0,-3.742280231
0,71,8,0,0,-1.969432312
1,37,6,0,0,-0.027371197
0,56,8,0,0,-2.521985658
0,63,16,0,1,-0.557742544
0,46,14,0,2,-2.752002089
0,60,13,0,1,-2.595614772
0,79,7,0,0,-1.904480339
0,48,2,0,0,0
0,57,4,0,1,-2.23305903
0,73,5,0,0,-2.999740295
0,56,22,0,1,-0.030253043
0,56,1,2,0,0
0,58,11,0,2,-0.980829253
1,52,11,0,2,-1.709258248
0,28,3,0,0,-0.698360748
0,37,3,0,1,-2.545931352
0,73,3,0,1,-2.509609262
0,50,22,0,1,-0.348281695
0,57,12,0,2,-2.788718104
0,59,9,0,4,-0.909315118
0,54,3,0,0,-1.969432312
0,62,5,0,2,-1.969432312
0,48,3,0,2,0
0,66,11,0,3,-2.421368629
0,60,22,0,4,-2.215490386
0,67,4,0,0,-2.409057338
0,68,17,0,1,-2.694147296
0,41,21,0,2,-1.25281297
0,40,9,0,1,-3.174858939
0,63,7,0,2,0
0,44,12,0,1,-1.876663976
0,55,15,0,2,-1.533403226
0,42,9,0,2,-1.969432312
0,70,14,0,4,-0.113280686
1,48,23,0,0,-0.832409248
0,30,1,0,0,0
0,59,14,0,2,-0.374548005
0,72,7,0,1,-4.160484365
0,48,4,0,1,-0.180922536
0,67,15,0,2,-4.147745339
0,37,11,0,2,-7.013115795
0,43,15,0,2,-4.431216879
0,50,16,0,2,-3.543913684
0,57,5,0,0,-4.319991244
0,70,7,0,1,-3.902072675
0,54,2,0,1,-0.702187925
0,79,17,0,1,-3.233989463
0,52,4,0,1,-4.431216879
0,50,6,0,1,-0.179724931
1,45,12,1,1,-1.795767491
0,61,7,0,0,-3.064011114
0,38,10,0,0,-5.991464547
0,33,14,0,1,-2.889572078
1,58,6,0,0,-1.263369014
0,60,6,0,2,-0.170432512
0,54,20,0,2,-0.568984538
0,63,3,0,0,-1.738977284
0,54,14,0,2,-2.610469873
0,22,2,0,0,-0.162166051
0,41,3,0,1,-1.969432312
0,52,13,0,0,-0.380089802
0,67,2,0,0,-4.537511538
0,65,7,0,1,-1.701553201
1,42,5,1,2,-0.019386714
0,83,6,0,0,-5.278514739
1,68,4,0,0,-0.007629027
0,58,14,0,0,-2.427015171
0,75,3,0,0,-2.32585372
0,44,8,0,1,-2.62554898
0,41,8,0,1,-4.853631545
0,29,9,2,0,-0.879235824
0,27,4,0,0,-0.389936306
0,64,4,0,0,-3.020024966
0,65,10,0,2,-1.804844709
0,49,10,0,2,0
0,94,2,0,0,-3.789805373
0,51,14,0,1,-0.158409737
0,30,4,0,0,-1.381904013
0,39,8,0,1,-2.646484845
0,62,5,0,0,-0.116309122
0,68,8,0,1,-0.383165601
0,50,6,0,1,-2.979858924
0,70,5,0,1,-2.342365963
0,67,9,0,3,-1.969432312
0,40,3,0,0,0.056569351
0,69,5,0,0,-2.849037894
0,52,24,0,2,-0.24692408
0,47,6,0,0,-1.28916765
0,75,4,0,0,-0.873470735
0,63,6,0,2,-2.248096908
0,38,4,0,0,-1.864330162
0,61,7,0,0,-1.969432312
0,73,5,0,1,-5.318520074
0,37,4,0,2,-2.218243945
0,57,22,0,4,-3.835061964
1,32,5,0,1,-2.600991129
0,61,10,0,1,-2.871746294
0,45,8,0,0,-0.256441837
0,43,18,0,3,-0.788997506
0,65,10,1,3,-1.467504417
0,67,12,0,2,-3.262305383
0,31,2,0,0,-1.170215708
0,69,17,0,1,-3.561366134
1,59,4,0,0,-0.724225136
0,52,13,0,1,-4.028556822
0,57,6,0,1,-1.786771928
1,27,4,0,0,-0.433555988
0,86,2,0,0,-3.020024966
0,40,3,0,1,0
0,51,8,0,1,-0.149312403
0,43,4,0,0,-1.969432312
0,48,23,0,2,-1.370421012
0,35,13,0,2,-1.969432312
0,64,23,0,1,-2.184802057
0,43,10,0,2,-0.000500125
1,30,8,0,0,-0.321169917
0,46,4,2,1,0.023032699
0,49,7,0,1,0.002796087
0,29,6,0,0,-0.090471903
0,29,3,0,0,-1.538513574
0,87,1,0,0,0
0,43,6,0,2,-4.744432253
0,30,2,0,0,-1.626584071
0,64,4,0,2,-2.718100537
0,56,14,0,1,-1.762589092
0,46,9,0,1,-2.753570716
0,46,11,0,1,-0.693947501
0,69,12,0,1,-4.51899249
0,50,15,0,2,-1.644029357
0,62,9,0,2,-1.167640875
0,60,1,0,0,0
0,53,15,0,0,-5.259096653
0,76,10,0,0,-3.327017983
0,42,11,0,1,-2.722656353
0,82,8,0,0,-1.969432312
0,74,10,0,0,-3.160606917
0,55,14,0,1,-0.334633927
0,72,15,0,1,-0.606235809
0,70,5,0,1,-1.490766383
0,46,2,0,0,-1.360236827
0,31,3,0,2,0
0,79,18,0,2,-3.86800612
0,48,2,0,0,-0.328365188
0,32,9,0,1,-1.218409852
0,26,23,0,0,-4.122744037
0,68,18,0,2,-6.907755279
0,46,7,0,1,-0.143408583
0,34,3,0,0,-2.112791521
0,28,0,0,0,0
0,64,18,0,1,-2.486507931
0,74,2,0,0,-2.610469873
0,49,3,0,0,0
0,23,1,0,0,-1.669718843
0,34,7,0,1,-2.972015747
0,49,4,0,0,-0.04019719
0,27,7,0,0,-0.114064956
0,63,13,0,1,-5.067205646
0,66,8,0,2,-3.835061964
0,29,4,0,0,-0.76593295
0,59,11,0,1,-4.947660495
0,62,14,0,0,-2.142168372
0,80,19,0,1,-1.733867991
0,48,7,0,2,-1.969432312
0,55,13,0,0,-2.742641646
0,52,9,0,2,-0.634878272
1,40,10,1,4,0
0,46,1,0,0,0
0,40,8,0,0,-0.270235159
0,47,21,0,1,-1.357123984
0,31,8,0,0,-1.969432312
0,66,13,0,1,-1.144446825
0,55,11,0,2,-0.299080117
0,50,18,0,2,-4.219907785
0,53,8,0,1,-1.969432312
0,35,11,0,0,-0.695149183
1,68,5,0,0,0
0,51,8,0,0,0.020292703
0,38,0,0,0,0
0,52,5,0,1,-0.920800887
0,51,5,0,0,-1.682008605
1,41,7,0,0,-0.040093094
0,28,5,0,0,-0.089487167
0,46,5,0,0,-0.852142912
0,31,14,0,0,-1.759098687
1,58,10,1,2,-0.776746204
0,60,12,0,1,-0.03128429
0,49,4,0,0,-2.235861461
0,66,10,0,1,-0.898696423
1,55,9,0,2,-0.238384101
0,49,2,1,0,0
0,46,17,0,2,-2.220083871
0,62,7,0,1,-3.153556359
0,63,9,0,0,-0.490859611
0,59,7,0,1,-5.132802928
0,58,10,0,2,-1.621510494
0,84,10,0,0,-3.767922661
0,36,8,0,2,-0.369181396
0,55,13,0,1,-2.692669099
0,64,11,0,1,-3.568433301
0,34,8,0,0,-0.056782014
0,58,10,0,0,-1.629130546
0,33,3,0,0,-0.560541216
0,32,4,0,1,-1.639381789
0,59,3,0,0,-0.809456303
0,60,14,0,1,-3.223888367
0,56,16,0,2,-5.005647753
0,40,4,0,0,-2.473373414
0,31,5,0,0,-0.724431471
0,51,35,0,2,-0.266312047
0,54,10,0,2,-0.528141346
0,68,13,0,1,-2.818423259
0,46,17,0,5,-0.395861372
0,73,14,0,1,-0.226022692
0,57,10,0,0,-0.035627178
0,82,1,0,1,0
0,51,14,0,3,-1.194682757
0,51,3,0,0,-1.611941043
0,73,13,0,1,-4.879607032
0,50,4,0,0,-3.288761952
0,36,15,0,2,-1.332943186
0,46,9,0,2,-3.451438598
0,65,11,0,1,-1.567816238
1,48,12,0,0,-0.07192574
0,32,9,0,0,-0.145603974
0,41,4,0,0,-1.20330636
0,58,6,0,0,-4.733003557
0,32,7,0,2,-3.335409641
1,39,10,0,2,-0.404965233
0,38,11,0,3,-3.221378955
0,28,3,9,0,0
0,44,11,0,1,-3.506557897
0,64,7,0,2,-1.0820502
0,48,11,0,2,-2.501036032
0,52,12,0,2,-0.148500008
0,57,7,0,1,-0.031903549
0,55,14,0,3,-4.366153286
0,30,3,0,0,-0.664559724
0,51,7,0,1,-0.278524135
0,60,7,0,0,-3.586322866
0,47,8,0,1,-0.192129498
0,46,2,1,1,0
0,54,10,0,0,-3.11002142
0,78,7,0,0,-1.969432312
0,84,3,0,0,-3.493312671
0,36,22,0,1,-0.727531607
0,48,20,0,4,-1.39070407
0,66,7,0,1,-1.467504417
0,54,4,0,0,-3.750754858
0,54,8,0,0,-2.815078774
0,70,6,0,1,-5.11599581
0,56,10,0,1,-0.299889616
1,50,13,2,1,-0.043429558
0,65,12,0,2,-3.789805373
0,41,13,0,3,-0.395267283
1,50,7,0,1,-0.230923739
0,55,13,0,2,-1.689563957
0,76,17,0,0,-4.892852258
0,60,9,0,1,-5.472670754
0,36,8,0,0,-1.176681944
0,30,6,0,1,-1.209655587
0,69,3,0,0,-4.744432253
0,32,5,0,0,-1.969432312
0,34,4,0,0,-2.47693848
0,46,4,0,2,-0.224769873
0,50,14,0,1,-2.943139823
0,52,14,0,1,-1.156771203
0,60,1,2,0,0
0,82,24,0,2,-1.969432312
0,37,4,0,1,-0.599474705
0,69,15,1,2,-1.119938075
0,49,15,0,1,-0.481266822
0,70,15,0,4,-1.345152418
1,33,8,0,0,-1.969432312
0,54,15,0,5,-1.080281332
0,26,5,0,0,0
0,67,7,0,0,-3.750754858
0,54,4,0,1,-3.203987212
0,56,16,0,2,-1.936554054
1,58,0,2,0,0
0,45,3,0,0,-1.438430116
0,50,14,0,2,-1.480605041
0,82,11,0,1,-7.264430223
0,42,6,0,2,-3.420380201
0,90,6,0,0,-3.146555163
0,43,11,0,1,-0.378336441
0,64,25,0,1,-4.068676815
0,39,11,0,0,-1.648178741
0,64,1,0,0,0
0,66,15,0,1,-4.193060535
0,49,14,0,1,-0.985372893
0,47,12,0,1,-0.248717802
0,45,10,0,2,-0.069993372
0,41,6,0,2,-1.445195469
0,62,4,0,1,-7.264430223
0,43,13,0,1,-2.830217835
0,58,9,0,1,-4.374058465
0,74,2,0,0,-3.239078532
0,59,6,0,1,-1.624044065
0,56,10,0,1,-4.193060535
0,64,17,0,2,-1.282655326
0,71,11,0,2,-2.354931573
0,73,14,0,2,-0.406465608
0,54,3,0,0,-4.206394066
1,37,4,8,0,0.328728042
0,32,6,0,0,-0.211462047
0,51,8,0,4,-3.429596856
0,48,13,0,1,-0.908818717
0,81,6,0,0,-3.467337184
1,51,1,0,0,0.370045163
0,41,18,0,4,-1.060449828
0,63,8,0,4,-2.326877786
1,60,21,0,0,-0.118783536
0,83,1,0,0,-1.969432312
0,45,6,0,1,-1.57358826
0,65,10,0,0,-2.653562016
0,60,5,0,1,0
0,84,9,0,0,-1.969432312
0,52,7,0,1,-2.226550407
0,39,13,0,0,-0.859910398
0,45,11,0,1,-0.649321701
0,46,23,0,2,-3.009831198
0,53,13,0,1,-1.969432312
0,68,7,0,1,-2.191938573
0,54,0,2,0,0
0,60,4,0,1,-1.887829938
1,37,5,4,1,-0.138917299
0,45,13,0,0,-0.735845935
0,46,5,0,0,-3.10554714
0,54,3,0,0,-3.189317023
0,29,11,0,1,-0.200648473
0,36,9,0,0,-0.780013114
0,65,8,0,0,-0.678258568
0,54,3,0,1,-0.00471108
0,56,12,0,2,-1.193692495
0,70,5,0,0,-4.431216879
0,62,11,0,2,-2.083449563
0,25,4,1,0,-0.5730557
0,66,23,0,2,-2.21183073
0,30,5,0,1,0.019802627
0,35,4,0,0,-3.278095185
1,41,12,0,2,-3.863232841
1,35,2,0,0,0.100569055
0,27,4,0,0,-1.623536837
0,48,12,0,1,-1.63989712
0,47,8,0,1,-1.292439786
0,44,9,0,0,-1.969432312
0,48,6,0,1,-0.170313938
0,40,1,0,0,-5.776353167
0,79,4,0,0,-1.969432312
0,61,6,0,0,-4.990832667
0,54,6,0,0,-3.241632812
0,31,7,0,0,-1.863685209
0,43,3,1,0,-0.321583624
0,70,11,0,1,-0.741917345
0,70,3,0,0,-2.869981068
0,51,4,0,2,-1.624044065
0,48,10,0,1,-2.584948004
1,33,10,0,3,-2.307597635
0,51,15,0,1,-1.696631124
0,56,6,0,1,-3.251915679
1,39,11,0,3,-2.377308639
0,69,3,0,0,-3.661264287
0,58,11,0,0,-3.763603
1,66,8,2,0,0.007074914
0,73,6,0,2,-2.756715373
0,55,1,0,0,0
0,38,9,0,1,-3.066154738
0,46,7,0,0,-2.707550326
0,43,10,0,0,-0.824851672
0,36,18,0,1,-4.104394898
0,59,25,0,2,-1.685779146
0,59,14,0,2,-3.275446176
0,53,8,0,0,-5.184988681
0,49,11,0,2,-1.969432312
1,56,10,0,1,-0.18224156
0,39,15,0,2,-3.626844063
0,63,6,0,0,-0.719080563
0,60,5,0,0,-0.116533816
1,41,0,9,0,0
0,62,8,0,1,0
0,42,15,0,4,-1.121778567
0,64,7,0,1,-3.611918413
0,41,8,0,2,-2.75986995
0,68,3,0,0,-1.969432312
0,52,5,0,0,-1.456716825
0,66,5,0,1,-2.663554961
0,55,12,0,1,-4.186459851
1,49,6,4,2,0
0,51,5,0,0,-1.392714929
0,38,13,0,1,0
0,51,8,0,2,-2.38705425
0,28,3,0,0,-0.922811949
0,59,13,0,2,-4.366153286
0,49,7,0,1,-3.186892779
0,63,11,0,1,-2.291645153
0,48,12,0,2,-0.672756491
0,41,8,0,2,-2.146436411
0,56,24,0,1,-1.212004976
0,66,7,0,2,-3.267540997
0,82,9,0,2,-4.382026635
0,69,5,0,0,-5.005647753
1,70,10,0,1,-2.200028505
0,37,1,0,0,0
0,56,13,0,2,-1.303424883
0,63,11,0,1,-4.283086687
0,23,2,0,0,-1.969432312
0,62,9,0,1,-3.259697819
0,48,4,0,1,0.077053629
0,65,8,0,0,-5.132802928
0,68,6,0,0,-4.879607032
0,70,10,0,0,-3.780994743
0,59,9,0,1,-0.956592029
0,30,1,0,0,0
0,64,6,0,0,-3.821268642
0,39,12,0,4,-1.247924692
0,58,4,0,1,-6.265901393
0,68,16,0,0,-0.054773026
0,49,12,0,1,-0.763569645
0,60,2,0,1,0
0,54,1,0,0,-1.969432312
0,44,8,0,0,-3.35526845
0,37,6,0,0,-3.032396258
0,66,8,0,1,-2.338212271
0,49,13,0,2,-0.900663476
0,66,11,0,2,-1.02945943
0,28,3,0,0,-1.910543005
0,58,2,0,0,-5.067205646
0,27,6,0,0,-0.753321904
0,74,4,0,0,-2.337176538
0,70,4,0,0,-3.696911626
0,40,2,0,2,0
1,47,6,0,0,-0.038221213
0,47,7,0,2,-1.586209786
0,55,13,0,1,-1.462311848
0,41,4,0,1,-1.969432312
0,40,10,0,0,-2.460409178
0,32,9,0,1,-0.719285838
0,50,3,0,0,-4.491841501
0,33,10,0,1,-0.885034342
0,53,9,0,1,-1.213349966
1,49,9,0,2,-3.460947386
1,48,4,7,0,0
0,87,4,0,1,-3.917035547
0,64,14,0,1,-2.656406968
0,60,6,0,1,-2.498599977
0,82,6,0,0,-3.057607677
1,43,7,0,0,-0.351687402
0,38,4,0,0,-0.323102018
0,36,5,0,0,-0.596565083
0,41,3,0,0,-3.343872315
0,33,4,0,0,-1.847060785
0,42,6,0,0,-2.642262461
0,53,13,1,4,-0.995063413
0,39,5,0,0,-0.050451543
0,31,8,0,0,-0.756513056
0,64,5,0,0,-3.414282621
0,82,3,0,0,-7.264430223
0,44,5,0,2,-4.733003557
1,24,0,98,0,0
0,60,4,0,1,-1.758518135
1,43,13,0,0,-0.169839779
0,42,4,0,1,-2.767800206
0,51,3,0,1,-0.176259965
0,82,3,0,1,-2.304587096
0,42,13,0,3,-3.144232282
0,60,24,0,1,-4.688551795
1,32,1,1,0,0
0,47,6,0,1,-2.279845606
0,61,5,0,1,-0.616186139
0,85,12,0,1,-2.24620476
0,59,3,0,1,-0.642834367
